id,tweet,label
8036,iphone7 #epic #¬¬¬ª¬ª¬¬ú #f4f #apple #iphone6 #iphone7 #hurry #monday #hastags #toohip appleofficlalpictwittercomdubnw20adr,1.0
8037,welcome home iphone7plus what a beast #apple #iphone apple thank you flipkart for the quick delivery pictwittercomouaja6tuzs,1.0
8038,new charging dock been waiting for age sooooo happy #samsung #chargingdock #new,1.0
8039,six new cap named in all blacks #news #photography #fashion #health #fail #tech #ipad #iphone #funny #lol,1.0
8040,my phone just deleted all of my contact for the 3rd time in 3 week,0.0
8041,who up for shaving with a cellphone #bluetooth #jeremytryit2 #oppo #influencer #microsoft #htc #digitalinfluencer #rugged #sony #oneplus #huawei #nokia #instagood #smartphone #lg #technology #apple #motorola #google #shockproof #samsung #techpictwittercom4v02w0mzzi,1.0
8042,madiann14 i left my apartment an hour and 5 minute ago and my battery is already on 75 i want my droid back #shitnoonesays,0.0
8043,how could you not #apple for the smallest issue they just gave me a new #iphoneapple,1.0
8044,we would like to wish you an amazing day make every minute count #tls #today #iphone #accessories #news #life november 30 2014 at,1.0
8045,i found this treasure in my house encontr este tesoro en mi casa #gaming #sony #ps2 #gow,1.0
8046,programmer day let deliver #unicorns have #juicy #standups a brand new #iphonex coding #allthebestpictwittercomesrpsjhtrg,1.0
8047,stuck with my iphone 4Frownsadandryorpouting have no number or anything apple are dickhead #apple #shit,1.0
8048,why doe autocorrect hate me #fuckyou #autocorrect #peiceof# #appleproducts #apple #iphone,0.0
8049,just deleted half of my phone but still cant update #thankyou #iphone #apple #noupdate,1.0
8050,i absolutely hate replacing broken thing because nothing is the same again #nomusic #noapps #wasteofmoney #whydidifixmyphone,1.0
8051,dear #apple you fucking suck really not impressed #iphone broke wont let me restore it or anything fuck you #error #1015,0.0
8052,who would have thought that muting an apple device doesnt mute the sound great feature,1.0
8053,the war between apple and android ha ended for me android ha won over my heart #apple #android #peace #phonepictwittercom790kv9u0cb,1.0
8054,im back #apple #iphone #iphone5c #white #note #girl #new #comeback #samsung #instagram,1.0
8055,woooo apple store in rundle mall Laughing Out Loud jks burn burn it to the ground #crapple,0.0
8056,hey guy look appleiphone7plus256gbblackunlocked #money #today #life #amazon #birthday #sale #android #windows #nokia #samsung #iphone #phone #smartphone #motorola #offers #bestprice jul 31 2018 1000pm,1.0
8057,attempt of a group photo #family #friends #beauty #fun #cuties #iphone #iphoneisa #foreveryoung,1.0
8058,happy birthday beyonc #worldtour #getmebodied #amazing #bdaybey #apple #diva #instagood #insta,1.0
8059,im definitely fucken #sick ## #aha #blahh #crazyeyes #danielle #forreal #girl #iphone,1.0
8060,my son cok adit #kids #instago #idinstagram #iphonesia #iphoneography #popular #iphone #instagram #babies #,1.0
8061,ready for hipster valentine sticker #blogger #iphone #ios10 #texting #imessageapp #imessagesticker #emojis ,1.0
8062,happy new phone day to me d #gotmynewphone #samsung #galaxys6edge #vodafone,1.0
8063,who ready for a long bus ride not me thanks ipod,1.0
8064,fixed 80 for a new hard drive free help from the #apple store for all the rest my 5 yr old macbook is working like new again,1.0
8065,i would take more picture if my iphone camera wouldnt suck so bad iphone,1.0
8066,weeshanksy stupid shitty hateful phone ha been completely wiped #gutted #angry #irritated #annoyed #hateiphones,1.0
8067,criminal couple wendyseptiansyh #couple #mate #iphone #iphone4s #relationship #igers #webstagram #ins,1.0
8068,so this ha been my day #ios7 #apple #you #iphone,0.0
8069,reconciliation no we wont be making up ill do whatever to get you out of my system #art is the #apple of my #eye #smile #artshow #handsome #model #beard #beardgang ,1.0
8070,apple iphone x 256gb silver att a1901 gsm brand new #florida #money #today #life #twitch #retweet #twitter #birthday #sale #android #windows #nokia #samsung #iphone #phone #smartphone #motorola #lg #sony #offers #bestpr,1.0
8071,i love this ps4 1 xbox 0 Laughing Out Loud #sony #ps4 #tornado #washintontornado #storm #funny #cool,1.0
8072,good morning #myself #me #summer #hot #sunny #morning #work ly lyday #iphone,1.0
8073,and i didnt recieve any text while my phone wa dead #okay apple,0.0
8074,love that i can catch up no matter where i am always have reading material at my fingertip #iphone,0.0
8075,being crazy is a born talent and im a master of it #crazy #selfies #samsung #timespictwittercomhnvbh7gdtz,0.0
8076,byebye htc welcome sony  #newphone #sony #xperia #z1 #xperiaz1,1.0
8077,photo #quotes #instagood #insta# #sexy #weed #iphone #cute #kicks #summer #lol #fresh #picoftheday,1.0
8078,start up #flight #sunrise #sun #sunset #airplane #work #sony #dslr #photography,1.0
8079,love you max Happyfaceorsmiley it withwhatihave #ipad #ipod #iphone #ipadcase #ipodcase,1.0
8080,stupid phone now wont log into facetime or send imessages ee any bright idea #ios92 #customercomplaint,0.0
8081,2 dean lister #average and 100 sa #calculus #finally i have my #reward i got it already #samsung #thankyou so much Happyfaceorsmiley,0.0
8082,being told i have to pay for a new charger yeah okay #apple,0.0
8083,i #matilda #bulldog #pets #animal #terrace #beautiful #iphonography #igers #iphone #pics tb crew,1.0
8084,hi friend this is a new puzzle please retweet Happyfaceorsmiley #gamasutra #androidgames #iphone #gamedesign #puzzle #art pictwittercommkmozezsmz,1.0
8085,samsung 128gb evo plus 100mbs microsd sdxc uhsi cl# 10 memory card adapter price 39  free delivery uk #zone #buy #sell #storage #card #samsung #128gb #used and #new #best #price #top #getpaid best price viber whatsapp #onlineshop #customers #ukpictwittercomv1tchjeq0p,1.0
8086,#fuckyou #apple rt faboomama blogdiva yep they let my whiteConfusion husband take the same kid inside though bitchlips,1.0
8087,ive never had an ithing so am not at all interested in what a certain fruit ha to say today or indeed any day #apple #eula,1.0
8088,lovin this pic #black #and #white #samsung #galaxysiii #girls #picture #fun #instaframe #cuties,1.0
8089,dad ha found vine #weird #haha #funny #iphone #comedy #bbq #summer #hilarious #friend #likeforlaugh,1.0
8090,seriously all my contact but a random 48 and none of them have number im so livid,1.0
8091,an apple a day keep the doctor away #eat #apple #life #live #healthy #lebanon #beirut,1.0
8092,say hi to my green eye #newlook #green #eyes #me #ebony #instamoment #instagood #instagram #samsung,1.0
8093,love Heart #like #iphone #instagram #my #phone #look #cute #that #guy #he #so #sweet #swe #,1.0
8094,got invite monday evening and received oneplus before noon today excellent service amazing gadget #oneplus,0.0
8095,thank you for another day to dream big and work on it #explorewithus #mondaymotivation #hyperlapse #worksmart #work #dream #dreambig #big #goodtimes #goodvibes #fun #enjoy #explore #travel #seetheworld #chance #samsung #samsungs8pictwittercomrcocgqwekz,1.0
8096,reallyreal w #photobooth for #iphone #ipad #dating #college #sorority #single zpictwittercomsschughesb,1.0
8097,rage on #samsung galaxy i #sports #finance #music #youtube #facebook #blackberry10 #shopping xxoo m,1.0
8098,going to attempt to put 21 on my #cliqxt and yes #motorola,1.0
8099,bullydogg twitter ah are you on an #apple #device cuz it could be that since #apple and #idevices so hard,0.0
8100,welcome #samsung #galaxy #note3 #family #group #telephone #gmail #selfie WinkorsmirkConfusion,1.0
8101,#apple adding s to the 5 paint it yellow and add useless fingerprint scanner if #blackberry did this freakshow #bb10 #z10,1.0
8102,rt youngthan missmelony got dat there an app for viewing flash website Happyfacesmiley anything else really hmm i still Laughing Out Loud,0.0
8103,i dont want to download a new itunes just cuz i downloaded new software on my phone i hate new itunes,1.0
8104,child hit outside school rushed to #news #photography #fashion #health #fail #tech #ipad #iphone #funny #lol,1.0
8105,f l o w #photooftheday #instadaily #picoftheday #instagood #instagram #igers #flow #madcoolfestival #bestoftheday #music #me #girl #iphonex #summer #like4like #follow ,1.0
8106,me in kitchen #joeytheakita #smile #hungry #kitchen #bigeyes #video #iphonex #akita #akitai #yooying ,1.0
8107,i just wish my phone would send text message to my boyfriend feeling so lonely Frownsadandryorpouting iphone,0.0
8108,16 day till i get a new phone #samsung trashy # phone ive had for 2 year,1.0
8109,maybe i can eat an apple like #snowwhite and sleep to have a happily ever after #depressed #depression #photos #photographie #style #mentalhealth #mentalillness #mentoo #girltalkza #sleep #theend #timesup #apple #deadpictwittercomhfoqsxer4k,0.0
8110,rt ryanthiswayy  thats better #improvement #better #temple #run #templerun #game #apple #store #lol,1.0
8111,the #iphone8 may actually come with #apples #best #accessory #iphone 8 could make #audiophiles very pictwittercomjb1j2hdx6p,1.0
8112,cant decide whether to buy a mac air or not the design is luring me but can i cope with locked down locked in apple mentaaalness,0.0
8113,nothing like #mspaint to get your point across #iphone #4s #iloveyou #apple,0.0
8114,dearest boy you make my heart beat fast #women #sexy #photography #beauty #iphone,1.0
8115,woo hoo happy girl thank You samsung #samsung #products #are #thebest #allsmiles,1.0
8116,lates video #youtube #subscribe #daily #vlogs #twitch #gaming #fun #ps4 #xbox #sony #games #xbox #mobilegame,1.0
8117,this brightens up my mood yeah thanks lovingdaydream #earpods #apple,0.0
8118,sicko mode thank you alamodeael donotlicktheart #portrait #happiness #portraiture #fashion #portrait #art #sony #portraitmood #captureone ,1.0
8119,i really love my new #iphone cover by kekacase #kekacase #phonelove #cover #collage #art #licensing,1.0
8120,burayidi weekly news 12918 apple and orange link in bioConfusion #burayidiweeklynews #news #cnn #nbc #cbs #fox #newsanchor #newspaper #newyorktimes #washingtonpost #comedy #laugh #jokes #fun #instagood #instadaily #apple #orange #fruit #like4like #me #followmepictwittercomakhert3bpj,1.0
8121,being #silly enjoying my apple an #apple a day keep the #doctor away #smiling ,1.0
8122,me and mama got our new phone Winkorsmirk #samsung #grand #s4 #instagood #igdaily #happy #mama #me ,1.0
8123,vol1 out on bandcamp #newmusic #drake #pushat #phonk #trill #hiphop #rap #memphis #1996 #action #music #capcom #strider #666 #lilpump #sega #nintendo #sony #koops #ripxxx,1.0
8124,#learn to #maths #sums with #ibbleobble #educational #maths #games #kids #children #kindergarten #school #schools #preschool #homeschool #homeschooling #ipad #iphone #appletv #indiedev #playschool #learning #learnmaths #numbers #fridayfeelingpictwittercommnnqhmjf1m,1.0
8125,do you agree #thejoker #joker #batman #thedarkknight #satire #bullies #standupforcomedy #badparenting #peterrabbit #sony youtube Heart,1.0
8126,what wa the point of going to grad school when all of my work is now gone #computerproblems #annoyed,0.0
8127,sundaysongbook #sundaymotivation #sundaymorning #sundaymood    #nature #iphone7plus #ipad #appstore #iphone,1.0
8128,still #blooming in all it #prettiness #flowers #roses #iphone #ig #iphonography #mothersday,1.0
8129,just got a new phone today samsung galaxy s7 the finger print scanner is really snappy to unlock #samsung #galaxy #s7,1.0
8130,this is very important asihttp kick but for posting data from #iphone i repeat i love asihttp #mobile #shipit,1.0
8131,love my new phonecase cover Heart #i #android #phonecase #samsung #girl,1.0
8132,ever since i got ios8 my phone ha had so many glitch apple,1.0
8133,photo photography artist #not #reversed #thursday #mac #wacom #apple #ftw,1.0
8134,the happiest guy in the world sulimanallahou #moment #ps4 #sony #playstation #playstation4,1.0
8135,i like the #iphonex but it a bit to small i like big phone #iphonex #x #iphone #apple #applestore #samsung #smallphones #big,0.0
8136,oh hello gorgeous her #beautiful #perfect #gorgeous #kisses #homescreen #iphone,1.0
8137,add me on skype billybong555 #skype #twitter #twitterless #girls #boys #ppl #sexy #uk #house #club #model #iphone #iphone4s #iphone5,1.0
8138,okay steve job is selling me on icloud but now do i go get an ipad or wait it out for iphone5 apple #makebabies,1.0
8139,i used to love #samsung but now #fuckyou #phonesucks #worstever make it last more than couple month #wtf,1.0
8140,sammygibson88 haha must be worth it though hate a 10 oclock finish and nothing much need to take my phone back #gubbed,0.0
8141,only 3 week since launching our #new app please help u make it to 1000 followersthanks for all your support#followus we #followyou #android #mobile #apps #technology #iphone #app #socialmedia #rt #appstore #newappstore #follow #followme #followers #charity pictwittercomtretgczd9z,1.0
8142,i got it i finally got it my watch face is all setup too #applewatch #watch # #apple,1.0
8143,thank you sonyindia for sending across my newest lens all the way from delhi #newgear #sony #photographerpictwittercomvqvikwihfr,0.0
8144,#blackfridaynew #samsung #galaxy j7 black 15gb 16gb #octa #core 55 hd #screen #android 4g #lte #smartphone #tagforlikes #beautiful #self #girl #picoftheday #free #shipping #producers #chinaphone #chinawholesale #boostmobile #phonedeals pictwittercom4hik16cwtj,1.0
8145,all smile #instamood #instamood #igers #f4f #life #positivity #iphone #girl #eyes #style,1.0
8146,good night Happyfacesmiley io 8 coming this fall dont forget update when fall come #ios8 #apple #iphone,1.0
8147,quoted rhyme with toted coded boded voted noted coated click #rhyme for #iphone,1.0
8148,rt misshijabimk rt misshijabimk rt cecyely new phone in the house #phone #samsung #samsunggalaxynote #nyappy ,1.0
8149,the apple pip we planted actually sprouted one excited little boy #apple #appleseed #sprouted #growing #gardening #garden #excited #learning #learningthroughnature #nature ,1.0
8150,hack all wifi password #android #apps #beautiful #cute #colors #igers #iphoneonly #iphone,1.0
8151,new reallyreal v2 w #photobooth for #iphone #ipad #dating #college #sorority pictwittercom06isihq7zy e7,1.0
8152,newyork #iceworkout#snow work #iphonegreatday klauspern #skylinevisitsouthtyrol # #foto#landscape #likeforfolow #like #sucesspictwittercom38681pdjnd  at central park  the lake,1.0
8153,celebrating nothing #fireworks #night #dark #contrast #joy #sparks #fire #nofilter #samsung #es60,1.0
8154,finally got my baby Heart33 #apple #macbook #pro #mine #baby #finally,1.0
8155,shop in profile rafaeligualada #society6 #iphone #galaxy #samsung #case #funda #carcasa #skull r #pictwittercomglc1varkem,1.0
8156,9240 #smile #remiseenforme #instagood #goodmoment #samsung #black nike air max light greynike men lun pictwittercome7khdvaa16,1.0
8157,thank you #apple for making my imac unusable most likely because of a stupid programing bug cause of #daylightsavings,1.0
8158,i really want one Laughing Out Loud #iphone #instagay #gurl #gayboyproblems #fabulous #yesss #the80sparty,1.0
8159,thanks #apple genius bar 4 deleting all the frickin pix i took at xmas in yellowstone you stole 1 12 hour from me 4 doing it,0.0
8160,my ipod just got a hole in it after it drop softly but i dropped outside on concrete and it didnt crack ugh,0.0
8161,kalifornicashun #followsunday #followback #rt #teamfollowback #follow #retweet #iphone keep doing ya thing,1.0
8162,yey thank you papa Joyful i already love this phone Happyfaceorsmiley #sony #xperial #gift #newphone,1.0
8163,capture from my private al# #me #phone #samsung #pure #original #pretty #boy #smile,1.0
8164,and they say money doesnt open doorsn poked a credit card in the imac and the cd came out damaged of courseConfusion #fb #apple,0.0
8165,restored and now better than ever i trust apple #music #apple,0.0
8166,my new toy be welcome moto x #motox #motorola #smartphone #android #moto #androiduser,1.0
8167,photo #polyvore #home #homedecor #decor #valentine ##polyvore #decor #valentine #iphone,1.0
8168,now i am cursedi cant use mac productsmy laptop poisoned with a load of viruseverytime i try 2 cleaned itit always came back,1.0
8169,filmmaking at your finger tip #mobile #filmmaking #filmmakers #student #budget #film #iphone #iphonelovers ,1.0
8170,yeheygot bought earpodsi lost my earpods when i wa in korea #30 #apple,0.0
8171,i feel so happy near you #happiness #sun #friend #apple #play ,1.0
8172,pencil sketch photo #maker free #android #apps #beautiful #cute #colors #igers #iphoneonly #iphone,1.0
8173,i luv having so many phone case #notevenallofthem #penguin #panda #turtle #owl #blue #lace #iphone,1.0
8174,old pic #geordie #snapback #hat #cap #boy #teen #hot #abs #pecks #smile #sony #xperia #poser,1.0
8175,#apple the 20mb limit over 3g is violating my right to use my 3g a i want,1.0
8176,my strategically placed fruit #smiley #friday #green #apple #freckly #banana,1.0
8177,ohmyitsnek hmm ill check it out again myself so you can video chat with both an #iphone and #evo #love,1.0
8178,#beauty #shopping #aliusaexpress #iphone #ios #app tikedaoneplus 2 case beauty luxury leather wallet fli,1.0
8179,get #lyft for the most affordable #ride in townterms apply  #iphone #weekend #retweet,1.0
8180,cheer #friday #friends #bestoftheday #samsung #photography #amazing #girl #blogger #like4like #followme #pretty #life #style #fashion #babe #beautiful #swag #picoftheday #photooftheday #l4l #follow #smile #cute #foodpictwittercombtrgydb0bd,1.0
8181,how to make knockout meal in way that work with your busy and demanding life so you can eat healthy delicious food without feeling hungry #fitness #weight loss #apple #appleipy #iphone # diet # fat loss # bestfriend #cooking  via amazon,1.0
8182,check out my new print #style #decor #trends #awesome #sale #designs #home #iphone #kids #parents ,1.0
8183,samsung galaxy s3 frontier classic only at r 28500 shop now happy shopping Happyfaceorsmiley #deals #best #samsung #funpictwittercom5iczxmg7vx,1.0
8184,i how time change arent a problem to me and i never have to worry about it my #iphone other household gadget do it themselves,0.0
8185,thats for you apple 140 to get a button on my phone fixed #apple #iphone #angry #selfie,0.0
8186,sad and happy same time #glee #graduation #senioryear #perfection #music #iphone #print,1.0
8187,#bairroalto #lisboa #lisbon #pic #photo #portugal #fun #glee #kiss #iphone #ipad #day #nice #cool by rickydjpictwittercomrfkfpisu8s,1.0
8188,thanksgivingwin an #apple macbook air just retweet this and follow dealsplus to win thanksgiving,0.0
8189,fell in love with my desk #mydesk #colors #wallpaper #imac #apple #cutedesk #workinglady,1.0
8190,#soundtracking # #applestore #deleated my #favorite #music app #damnit #apple #stupid,1.0
8191,finally the #news that i had been waiting for #samsung #galaxys5 in #dubai pictwittercomvsm5znccti,1.0
8192,wow get free shipping on #iphone se 5 5 case ring holder kickstand bumper case shockabsorption and antiscratch clear back for #apple #iphonese 5 5 for 989 #amazon #geek #tech #deals #mobile #gifts #ios #dev #beauty pictwittercomrh11injebn,1.0
8193,heidiwhite fredbouchar rt tgeek stay classy apple declares war on bitcoin  #bitcoin,1.0
8194,misschanellesp i #hateapple i never wanna be an #applezombie the lumia 900 is so much better than any iphone different to nokia of old,1.0
8195,designed by apple in california #ipod #classic #apple #best #music,1.0
8196,#hateapple really had to make a proprietary charger for iphone 5 had to cash in on that last little bit #byebye,1.0
8197,photo #pink #pretty ## #yummy #iphone #icecream#wow #lol it #japan #great #food #fruit,1.0
8198,try to download music instead itunes deletes all my music and wont let me download any now i have no music #itunes #apple,0.0
8199,#new #case #iphone #it #hello #kitty i love my new case,1.0
8200,46 day outta warranty and my home button stop working all #apple had to say wa tuff shit cool,1.0
8201,the fact that i have an online course and i wont have my computer for a week,1.0
8202,#matildas #sleeping how couldnt her #iphonography #iphonesia #picsoftheday #iphone tb crew,1.0
8203,airbay phone case #tech #iphone #apple #airpods #travel #startup #innovation pictwittercomud32assrbx,1.0
8204,itunes approves the first only adultrated pickup line app for the #iphone ## #romance,1.0
8205,just smile #smile #instapic #instagood #senyumituibadah #sony #alpha #a5000 kayu,1.0
8206,do any of my frands have #applewatch #iphone #photoftheday #friends #like4like pictwittercomr6zd8tii5i,1.0
8207,shoutout to apple for deleting all 4000 picture of mine #apple,0.0
8208,my #daughter playing #sega #sonicthehedgehog2 on the #sony #playstation3 im so #gamingdad,1.0
8209,it must be new #iphone case in the mail week #cute,1.0
8210,i just love sony walkman HappyfaceorsmileyConfusion #mp3 #sony #walkman #musiclover #addicted #2013 #instamazing #fun #smile,1.0
8211,get 10 off when you order sublimation tshirt with discount code twitter check it out  #iphone #case,1.0
8212,what a nice view for dinner so this is #palembang #iphone #instagram #dinner #eat,1.0
8213,so fucking pissed off fuck you appleall your product turn to shitsmfh #apple #junk,0.0
8214,apple a day keep the doctor away #wallprint #painting #green #apple #fridaypictwittercom7w7qifgcwu,1.0
8215,smoothie banana apple homemade #morning #breakfast #smoothie #banana #apple day,1.0
8216,aricupkake #followsunday #followback #rt #teamfollowback #follow #retweet #iphone keep doing ya thing,1.0
8217,want this phone po haha #nofilter #samsung #galaxyace2 #instadaily #emrm #design #brush #boss,1.0
8218,aw i do #barclaysthe cheque ha arrived and i should have a beautiful new #iphone in about a week happy day,1.0
8219,xcode 42 ha some small improvement that really make my life easier way to go apple #apple #xcode #beta #iosdev,1.0
8220,we would like to wish you an amazing day make every minute count #tls #today #iphone #accessories #news #life june 18 2017 at 0700,1.0
8221,iphone 4 reveals problem how predictable  #technology #apple #iphone #thingsweallhate #mobiles #iphone4s,1.0
8222,say hello to inky my new note ii hehe Happyfacesmiley #samsung #galaxy #note,1.0
8223,cant download any apps anymore good bye instagram good bye facebook app Crying #stupid #pissedoff apple,1.0
8224,i keep messing up the dang email and it shut me out ugh apple,0.0
8225,sony ma visionConfusion dks studio janvier2016 via youtube #music #france #life #djisquadfamily #sony #friend,1.0
8226,#apple #fuckyou #calendar #rant the fucking mac calendar 1 is now off fucking center too,0.0
8227,why the fuck did #apple get rid of the ipod classic #raging #ihatetouch,0.0
8228,sister got an ipad for her birthday shes 8 #birthday #princess #cute #ginger #ipad #apple ,1.0
8229,latest mac mini model boot in to 64bit mode by default #nice #apple,1.0
8230,this is one of my favorite picture #boyfriend #iphone #couple #stitch #angel #cases ,1.0
8231,have you downloaded desert danger x yet its iphones newest addicting actionpacked strategy game #ios #iphone #iphonex #iphone8 #action #sunday #fun #funtimes #sundayfunday #dad #peace #amazon #pubg #fortnite #player #lifetime #movies #gamer #freeapp #appstorepictwittercomiqio1ggyma,1.0
8232,please stop talking to me about insanely great user experience i dont fucking care #insane #notgreat #apple #fuckapple,0.0
8233,got my phone a month ago and my charger is already broken #angrybecky,0.0
8234,new phone #samsung #galaxy #s3 #selfie #mirrorselfie #latinapride #pretty #followme,1.0
8235,the #iphone #app store is mindboggling for each of the problem it ha there are 50 thing i love #appstore #apple,1.0
8236,#apple used to be known for it #customerservice and #customersatisfaction now they,1.0
8237,love is #mylife #aliceslider #daughter #mom #mylove #apple#smile #¥æ«¥§ø #¥ø¥øø,1.0
8238,new toy arrived #samsung #galaxy #tab #s #tablet #photo #instagood #instaphoto,1.0
8239,why galaxy s9 sale might be a big disappointment #samsung #apple #iphone #iphonex #android #ios #competition #adoption #trend #mobile #smartphone #smarthome #tech #info #news #consumers #satisfaction #online #onlineshopping #shopping pictwittercomovc7zxcjlh,1.0
8240,i got it new phone #samsung #galaxy #s4 #mobile #phone #decent #white #new,1.0
8241,new phone day say hello to the iphone x #iphonex #amazing #apple #geek #iphone #shotoniphonex pictwittercomkyc0escvxc,0.0
8242,si got an iphone 5 #apple #iphone5 #5 #awesome #great #best #black #tech #like #instagood,1.0
8243,we would like to wish you an amazing day make every minute count #tls #today #iphone #accessories #news #life august 29 2015 at 07,1.0
8244,#goodafeternon #my #new #samsung #galaxy #siv # beautiful #money #instagram #bestoftheday,1.0
8245,cry that my iphone wont sync all i want is azelia bank and the xx new album on the go #nottoomuch,1.0
8246,every time i plug my phone in it say it charging but my battery just dy faster,1.0
8247,this is how my sunday is going #relax #homealone #time4me #moviestime #apple,0.0
8248,dear #apple what insanity possessed you to p# keyboard input through the itunes artwork screensaver rendering it unexitable,0.0
8249,i love when my ipod screen crack it probably my most favorite thing in the world to have happen #apple,1.0
8250,first reaction to new headphone whoa it like listening to music in 3d #christmas #sony,0.0
8251,kate and mummy d #uk #general #picture #good #god #nice #day #family #today #rain #sony #sonynex5n #v,1.0
8252,worst phone company ever over prized product and no software update for device,0.0
8253,on that iphone 5 swag #iphonesonly #iphone5 #apple #swag #tagsforlikes,1.0
8254,finally got a new phone wish it came programmed with all my apps #samsung #android,1.0
8255,apple are the most democratic tosser in the tech industry microoft arent anywhere near evil compared to apple,1.0
8256,#conversation with aaronmk77 haha i him #friendsinlowplaces #garthbrooks #friend #iphone,1.0
8257,#iphone 6 to come out soon meanwhile im still waiting for my 5 13 day and counting since i placed my order #apple,1.0
8258,check out apple iphone 6 plus 16gb rose gold tmobileConfusion smartphone tmobile #apple #bar  via ebay #iphone,1.0
8259,ive never actually hated technology so much #apple #you have failed #ios,0.0
8260,10pcs exquisite squishy random charm in #iphone strap #toys decor #free #shop #style #sales #today #giveawaypictwittercom6jhusdvlm2,1.0
8261,i love sharing life with him Heart #iphone him #lifemates #soulmates #studio,1.0
8262,happy portland #urixcr #pdx #oregon #portland #samsung #gs7 #building #poststicks,1.0
8263,love #beach #oceanmedallion #oceanoptimism #oceanwaves #oceans8  #oceanwaves #nature #iphone #ipad #ios,1.0
8264,my phone need fixed but cba with the wholethis is my temporary numberand all th huffing and puffing want a nice new iphone,1.0
8265,got myself a new iphone on monday #apple #iphone6 #icloud #new #shiny,1.0
8266,cant believe i just paid 50 for some button that i had to click just cause my airport wasnt working #apple,0.0
8267,like and share if you want this lighting usb cable for iphone #iphone pictwittercomjak4ch2jrn,1.0
8268,on dec sour #kingcrowley #king #kushking #ink #iphone #loud #loyalty #pothead #producer #photooftheday #music #money #model #ceo #beardgang #atx #singer #songwriting #weed ,1.0
8269,youre a dragon be a dragon #selfie #gameofthrones #ringlight #daenarys #targaryen #washington #usa #seattle #selfietime #iphonography #iphonex #portrait #apple ,1.0
8270,dear apple you suck why would sell something that can conk off but cant be opened to be fixed #missingmyipod,0.0
8271,thank you panget #surprise #iphone #iphone4 #bliss #valentines #panget #sungit dhenick,1.0
